,Reviews,polarity_value,Sentiment
2947,LHR NCL LHR economy newly refitted Airbus narrowbody seats little legroom feeling budget airline far budget prices OK short flight problem seat configuration Europe possible cramped conditions longer flight Upgrading business isnt solution theres extra legroom planes flown Swiss Norwegian past weeks legroom recommend Norwegian great airline cheap comfy free wifi Swiss dreadful customer service BA cabin staff continue mixed attentive polite helpful downright rude flight Overall BA great,0.8858,positive
2948,Recently flew BA LHR ORD 64A Upper Deck Club World Excellent experience great service good food selection crew professional attentive ration crew passengers hels 20 seats upper deck dedicated crew seat comfortable plenty room storage windows great help inflight entertainment OK selection limited compared BA add wider variety film selection great flight,0.9858,positive
2949,Flew Class 2A Chicago London easy boarding excellent service provided times cabin crew Class food excellent good selection available Breakfast good nice selection plenty organge juice tea came pot lovely touch flying British Airways connecting American Airlines domestic flight note transfer T3 T5 Chicago airside shuttle bus runs 30 mins avoiding security lines T5 applies BA Passengers tranferring American Airlines American Eagle flight British Airways flight,0.9709,positive
2950,amazed airline charges extra book seat advance seen non discount carriers especially business class pay business seat expect seat section free wont charged 147 b class uncomfortable configured weirdly little storage space near seat FAs constantly lean person aisle person window annoying probably makes extra work food flat lousy looked like bad microwave fare service OK special wasnt going watch flight entertainment check Pretty meager selection given choice dont think fly BA trip,0.6074,positive
2951,leg CAI LHR time flight crew pleasant seating cramped legroom non existent second leg LHR JFK wasnt different helpful crew horrible seating space knees pressed seat constantly relieve time flagship carrier better budget airline best avoid,0.7405,positive
2952,Travelled party prebooked seating 4 abreast outbound 2 abreast inbound Cabin clean presented tidy good welcome flight approx 80 loading level service cabin staff excellent Service got underway quickly choice menu drinks available Good clear short information flight deck Toilets clean tidy flight Lights dimmed half hours flight allow rest water rounds taking place cabin crew Good English breakfast served 1 5 hours JNB Return flight good attentive cabin staff quiet cabin enabling sleep Food good standard leg BA flights provided excellent service impressed TV screens little small,0.9896,positive
2953,BA getting like budget airline time fly pay 15 choose seat book wait unreasonable time board Fast track called forward 80 passengers went way finally got asked fast track fast track told allowed general boarding queue point Easyjet Norwegian far better BA short haul Middle East airline long haul Try harder BA,0.6124,positive
2954,Flight time nice crew plane comfortable seat great food Snacks beverages served 6 hour flight entertainment system screen big lot TV shows movies perfect arrival great,0.9674,positive
2955,booking flights straightforward paid sit paid opportunity book seats advance expect seating plan aircraft clearly toilets galleys paying customer choice near particularly long haul flight occasion British Airways failed miserably plane new seats comfortable spacious upper deck ecconomy seated toilets best location particularly pre booked seats online service excellent staff helpful happy gluten free meals ordered provided breakfast substantial especially 11 hour flight stress free journey comfortable,0.9769,positive
2956,Check counter scruffy guy wouldnt check bag connection ground crew ordinary check special lounge Unable answer arrivals lounge Changi interested passengers sorry customer compared comparable Qantas products Managed upstairs minute BA11 10 7 Excellent cabin crew Couldnt different sector trip Interesting interested couldnt understand lack bag Singapore Good food clean cabin uncomfortable dated seat didnt sleep cabin crew probably dont Sydney Shame excellent,0.9495,positive
2957,encouraged passengers check online save staff time money BA reduces number staff bag drop barest minimum Business class bag drop 08 30 Heathrow desks queue resulting unacceptable wait 15 minutes raced security inevitable flight delay time 40 minute delay incoming aircraft result told forgetting tow plane stand airport flights taking west 20 minutes delay taxiing crisps couple sweet biscuits offered drinks Sadly gap national airline budget carriers gets closer time,-0.5423,negative
2958,BA2678 LGW DBV 16 06 15 return BA2679 DBV LGW 27 06 15 Baggage drop fast BA check wait 10 minutes express sercurity open didnt open 5 30 stated lounge Gatwick excellent good selection food drinks Priority boarding good flight good trouble cabin crew return fast check queued 20 minutes customs fast check went lounge ok good Gatwick Priority boarding poor Dubrovnik bus taken aircraft Cabin crew freindly return journey flights time complaint club europe seating pay lot theese seats legroom economy leg room Come BA 34 inches giving buisness Easyjet Ryanair,0.8555,positive
2959,Overall journey good breakfast okay served sandwiches werent appetizing cabin recently refurbished clean new mood lighting Screens coming ceiling provided moving map Overall good flight,0.8555,positive
2960,Zero moment checked flight departure time incorrectly informed resulting waiting board 3 hours incorrect arrival time stated IFE screen 12 hour flight 1 main meal plus snack served drinks idea Asian vegetarian meal grilled vegetables rice drinks served staff sleeping chatting away uncomfortable hard seat aisles small passengers legs stuck aisles finally finishing nearly hour getting customs wait 20 minutes luggage backsides BA fly economy Singapore Airlines realize human beings transporting,-0.6124,negative
2961,BA staff excellent start finish Service onboard friendly professional helpful wife left handbag board plane arrived Heathrow BA flight attendant personally travelled Terminal 3 Terminal 5 hand deliver know huge distance terminal 3 5 Heathrow youll know effort flight attendant returning handbag exceptional level customer service unheard days BA 100 customer care rating wife Snacks good given bit 3 hours flying time Aircraft clean negative Business Class seats fact tiny cramped seats thing BA change sort killed perfect journey standard Economy Class seats cramped tight knees pressing seat convert Business Class seats fancy clip style armrest row configuration 2 seats instead 3,0.9552,positive
2962,Overall good flight attendants friendly helpful seat fairly comfortable plenty storage space sides food entertainment fine husbands screen work flight attendant fixed minutes cabin clean seats broken piece plastic cup holder pinched cut happy flights,0.9517,positive
2963,tired plane London Ground cabin staff friendly pleasant helpful series flights Flew plane way LHR IST recent reviews Moved row 1 space sub standard economy seats business class Lounge crammed noisy pre flight joined Star Alliance Gold Member got Miles Smiles lounge BA look dont rest centurys efforts Ive flown BA wouldnt Responding Skytrax reviews help increase profits apart cheery crew BA 677 polite totally disinterested service exists old cramped cabins memory business trip,0.9601,positive
2964,mediocre flown route airlines business class believe spoilt British Airways product old adequate TV screen small poor quality food okay seating poor highlight quality service crew actually complain want use product,-0.4939,negative
2965,flying Dublin London 2 weeks average beginning year regularly British Airways beginning found new policy asking 15 seat selection check annoying unnecessary insulting loyal customers Fair want charge pre booking seats allow selection check time line direct competitors route Aer Lingus found service food drinks etc extremely poor fare charged short sector continue money grabbing policy definitely happily business Aer Lingus Cityjet operate route treat customers infinite cash cows,0.642,positive
2966,Uncomfortable serviceless low class low expectations werent met Club World gone leading lagging Cramped pods 8 seats 6 tired old plane usually fly aisle seat know better BA window seat passenger repeatedly woken food handed spilt service polite cabin crew disappeared bottle water flight food tasteless overcooked presentation fast food condiments reminded fast food chain price worst product skies Seat broken IFE clunky CX QF SIA Finnair Air Tahiti Nui AA Lan Chile hesitate business class isnt,-0.9524,negative
2967,Expected Club world got Club Europe Economy decent airline Food okay plied alcohol wanted oldest aircraft fleet IFE 24 screen cabin told ground crew qualifying international cabin bag needed checked happy international domestic roll aboard turboprop colleague Officious uncalled Exactly cabin bags rolled aboard 4 days later return flight Seats economy class cramped little recline pitch economy airlines pay Club Europe business class dont,0.6597,positive
2968,managed switch upstairs 744 happy quiet space Seat 64A footstool broken night uncomfortable left Singapore midnight got LHR 0441hrs sleep intermittent tried adjust seat compensate Food Singapore okay lacking pleasant attendant grumpy Fast Track landing got early queue coach tours Im stuck British Airways trip wont booking choice,0.296,positive
2969,Adult meals ran sausage potato left childrens meals available Return flight delayed 7 hours plane safe condition Scheduled flight 8pm departed 3 30am fly Orlando way Cardiff bad joke childrens meals available,-0.0772,negative
2970,good business class flight issue experienced slow bag delivery arrival JFK Food exceptional service provided good seats flat Ipad provided inflight entertainment films tv shows etc good flight albeit little expensive,0.8885,positive
2971,British Airways review seating facilities use airline seats cramped passenger decided recline seat matter asked recline food arrived seat add insult injury food tasted vile ended eating bread roll use BA option,-0.8779,negative
2972,Flew 30 June LGW MCO flight delayed Gatwick 8 hours Got told 13 55 flight supposed leave technical fault bringing new aircraft Cardiff told report 15 15 told report later given 10 voucher Told 17 15 Come 17 15 got told needed try crew depart 9pm tenth wedding anniversary member staff said spoke duty office day told arrange glass champagne inflight Boarded aircraft old 777 champagne duty free kids packs IFE rebooted,0.4404,positive
2973,pleased British Airways uses proper gates Terminal 3 Heathrow compared previous bus boarding scrum boarding organised crew friendly onboard service good served tasty ham cheese croissant drinks flight departed arrived time bags arrived quickly seat wasnt comfortable good,0.848,positive
2974,time British Airways disappointed seat leg room compared airlines Ive traveled surprised longer European flights London Istanbul example traveled TV flight long longer flights Asia country country TV entertainment system universal entertainment system broken sound wasnt working service button attendant broken stewardess particular flight JFK LHR BA1511 June 19 2015 rude daughter daughter unable eat dairy food options plane included dairy daughter asked nicely non dairy options stewardess takes food daughter tray says guess going eat salad said bothered way said offer pretzels non dairy snacks experience British Airways disappointed flight home felt bit better ride British Airways flight specific LHR LAS encountered steward pleasant polite professional,-0.2732,negative
2975,frequent flyer airlines British Airways far worst experienced Substandard customer service flight original plan fly Toronto Rome London July 2nd tickets purchased confirmed March weeks departure email sent altering flight London Rome called waited service hotline able flight parents rep refused try parents 48 hours departure rescheduled flight rerouted Naples agent told extra travel expenses day departure got flight Gatwick Rome rushing Heathrow told initially flight rerouted Naples departure reverted direct flight Rome confusing communication arrived Rome discover parents flight delayed hours BA flights arriving terminal service desk closed flight arrived BA reps seek assistance,-0.7783,negative
2976,family flew Rotterdam London 26th June time traveling BA chose thought airlines better budget airlines constant delays wrong arrived airport time sat wait BA announced flight delays technical error 1 5 hours finally announcing flight cancelled given explanation phrase technical fault unceremoniously sent queue line rescheduled waited 45 mins transferred 7 20pm flight original 1 05pm denied chances board earlier 4pm complain gave BA trouble followed procedures applied compensation online reply simply sorry denied responsibilities,-0.93,negative
2977,Returning Chicago Berlin overall flight experience better outward sectors week earlier opted skip dinner instead breakfast flight landed 10 00 Breakfast hard slab cake drink total disgrace cabin warm saw passengers blankets Berlin flight ex LHR delayed initially usual late incoming aircraft excuse broken APU air pumped cabin engines started reason took half hour locate actually work hottest days year waited board increasingly sauna like conditions captain kept informed bit time landed 35 minutes late,-0.25,negative
2978,experience chimes general consensus Club World service LHR JFK Cabin seats fittings showing age look shabby point clean red wine spills foot rest boarded Tiny screen IFE looked dated great entertainment selection food quality good service cabin crew indifferent little attempt special dining experience Nuts chocolates served packets bowls attentive providing drinks refills water wasnt offered items listed menu fruit cheese platter ask coffee tea refills meal Brewed coffee fresh lattes cappuccinos offered disgestifs meal Cabin crew disappeared meal Self service snacks galley economy quality apart nice rose champagne luxury experience Felt like economy space food,0.9566,positive
2979,occasion partner experienced 3 5 hour delay BA communication airport got plane captain told delays bag checked correctly Heathrow delay plane finally arrived water board permitted fill destination meant disgusting toilets flush warm drinks board sat runway hour engines start aircon 40 mins finally got Heathrow captain told sorry issues,-0.7506,negative
2980,Boarding organised efficient Seated World Traveller upper deck 2x4x2 deck preferable 3x4x3 lower deck Flight attendants welcome customers board service friendly professional Seat fairly comfortable Legroom standard economy IFE excellent huge range entertainment options disappointment lunch chicken casserole basically pieces chicken swimming oil vegetables poor Afternoon tea hand nice,0.9552,positive
2981,YUL FCO BCN YUL PTV e long haul planes entertainment job activated boarded aircraft food ok return flight London Montreal chicken dry flight delays outbound journey 3 hour delay return flight aircraft changed mechanical problem,0.0,neutral
2982,night flight delayed nearly hour fault airline contributory factor disappointment BA flight 17th June 2015 paid extra Premium Economy tickets extra reserve seats past experience BA equivalent seats service Virgin Atlantic led expect value money small rewards extra costs flight real benefit appeared small extra legroom board Business Economy customers Premium Economy greeted choice glass fizz orange juice water juice taken drinks served fine steward came collect glass bottle knocked glass floor broke staff rushed short numbers feel breakage fault Dinner arrive 11pm time lost interest partner far extra costs bought extra leg room glass wine offered second possibly crime causing steward break glass Overnight contrast night flights lights fully dimmed offers water orange juice prevent dehydration promised menu card morning light snack coffee tea fruit juice hastily delivered piece dried cake weak coffee mention fruit juice couldnt extra costs getting Economy extra leg room negated passenger fronts fully reclined seat possible travelling BA left sour taste end holiday,-0.34,negative
2983,Check Tegel disaster ludicrously lot BA flights told BA staff airport sort problems 100 minutes prior departure 2 check desks open 1 business 1 economy BA Silver card holder joined business queue lady considerably baggage arguments went 10 minutes paid extra fees technical crew pop event previous day checked 20 items overweight way large 20 minutes asked young lady business passengers processed economy desk possible told Eventually economy desk opened queue remained immobile 15 minutes Finally 40 minutes decided processed economy desk Looking forward drink lounge discover lounge airside LHR ORD flight spoiled business class intercontinental travel business class introduced board international carrier discover seat pitch 31 major shock like travelling long haul budget carrier considerably greater cost worst cabin kept extremely warm temperature despite requests captain reduce reasonable level meal OK IFE decent selection movies overall flight hugely uncomfortable carriers offering seat pitch greater 31 BA lost future business,-0.9086,negative
2984,flight Vienna BA hoping slight improvement way service boring Drink service rushed stewardess pouring entire miniature vodka drink putting drop Tomato juice asked Tomato Vodka unpalatable glad plane fairness Hoping day BA wow,0.9001,positive
2985,Slightly disappointing flight aircraft showing age little effort cabin decor meaning looks tawdry fairness Food okay ham cheese croissant write home Seats werent great height left feeling underwhelmed budget level offerings high price,-0.586,negative
2986,LHR FCO return outbound A321 new Club Europe seating return Boeing 767 Ive flown Club Europe years wasnt looking forward flight new seat pitch economy fortunate journeys secure seat row 1 extra legroom seat extra leg room emergency exit row food drink selection good service crew excellent return leg,0.8519,positive
2987,appears BA continues adopt little possible route presumably monopoly aircraft cabin looking tired old decidedly mediocre compared recent business class flights Emirates Etihad Qatar Airways Outward excellent service cabin flight deck crew seat 2K shockingly filthy cleared passenger noticed ingrained filth e g food drink splatters cabin wall crumbs seat folds gaps stained cover sorts debris floor gaps cracks remarkably grimy carpet Cabin attendant offered choice seats inspection similarly grim state Seat OK comfort mediocre IFE choice poor quality screen Meal service good food drink dirty environment putting Lacto Veg meal improved tried Pantry service underwhelming places e g Mars Bars KitKats tragically promoted retro nice ice cream Return 1K excellent service cabin flight deck crew Im ridiculously grateful cabin clean Tired skipped dinner Decided watch short TV programme found better picture quality screen compared outward programme choice found seat comfort mediocre bed mode got hours sleep cabin layout clearly designed maximise passenger numbers thought comfort Awake breakfast attendants offering bacon rolls asked wife requested Lacto Veg Meals Staff returned ashen faced profusely apologising neatly wrapped labelled plain white bread rolls bad service lack joined thinking Post flight found BA customer complaints dept dreadful left far disappointed service end flights,0.5484,positive
2988,Flight home good flight long delay depart missing passenger checked disappeared mysteries airline travel happens time time plane passengers delayed total 90 mins A320 newly refurbished clean called new Club Europe seats installed row 1 okay menu identical outbound beef main course terrific sort meal happily paid 20 quality bistro FAs great Chinese FA sort understand customer service colleague closer retirement planet time half way point wanted gin tonic run ice proper glasses arrival LHR parked miles away Terminal reasons given good experience,0.9313,positive
2989,boarded technical fault air conditioning cabin got hot cabin crew offer cold water passengers cool delay 20 minutes airborne drinks snacks served Seating A319 comfortable short flight GLA Airport parking stands far away main terminal pick points changes airport past couple years increased walking distance annoying hand luggage want quick getaway especially late night arrival sees Easyjet Ryanair passengers passing arrivals process quicker,0.8286,positive
2990,Disappointed food poor wifes steak curry tiny piece chicken cabin half cabin crew hadnt time bring glass wine meal staff disappeared dinner drink offered refreshments night price lot better Return old B747 better,-0.3182,negative
2991,3rd flight BA 8 months worst customer service communication appalling Originally return flight Rome London Gatwick flight cancelled issues Rome airport instead BA getting contact regards party company booked flights Checking tried charge baggage paid spoke phone tried fob numbers called Customer Service number shame actual flight flight service good surprising result rudeness lack communication appalling customer service Im unlikely use,-0.875,negative
2992,British Airways fails surprise find business lounge Geneva reasonable occasion impressed manner Lounge Manager handled cranky passenger accusing destroying favourite newspapers board discovered Business Class BAs European routes seat pitch prevents gaining entry window seats flying Qantas domestic economy Australia think forward seat economy middle seat kept thats hand service food excellent flight crew commentary superb BA excellent flight magazine,0.9423,positive
2993,Flight delayed 2 hours given reasonable notice rearrange connecting flight ended lot time Heathrow liked Check fine cabin staff attentive food average issue space 747 fuselage tapers theres room 3 4 3 seating rows 51 2 4 2 configuration Rows 49 50 dont room 3 4 3 seating BA sneakily making outer seats narrower rest endured 9 hour night flight horrible seats twisted sore weeks acceptable long haul flight especially night BA charges extra seats identified room principle seats advertised room cash offered prepared accept small children,0.0352,positive
2994,Short hop terminal 1 LHR LUX Nice able use lounge LHR aggravating wait security despite virtually line Excellent service board plane LUX passport control car 10 minutes impressed cheerful nature cabin staff,0.7651,positive
2995,LHR NCL LHR disappointed learn early morning Sunday flight cancelled reason afternoon morning fly point trip easily return day attend sisters wedding saving time money trains expensive managed rearrange flight previous night annoyed arrange minute accommodation thought straightforward far booking BA app didnt tell flight arranged fly severely delayed heart sank received text app notification telling think sneaky mention booking spent couple hours getting know Terminal 5 general feedback friends flights particular domestic route subject delays cancellation service airline simply unacceptable cutback reliability golden plane immaculately maintained clean liked simple elegant cabin BA staff let things bit brusque unfriendly desk staff come insincere issues Cabin Crew fine lack warmth Airlines Sadly arent options route probably switching rail despite competitive fares,-0.8185,negative
2996,LHR Santorini Lounge busy Flight left 45 minutes late blamed congestion guess stuck excuse 10 years build 3rd runway Plane clean Club Europe new seat design row 1 glad rows 2 3 etc looked cramped difference economy table tray centre instead seat Lunch good Thai chicken wife cheeks beef said excellent FAs friendly Smooth flight way sort worth extra money guess privacy WC end plane better wider seats away silly central table,0.9393,positive
2997,Fantastic word Check great Concorde lounge great spa elemis treatment lovely Good service attention detail Crew onboard delightful Food nice real pleasure,0.9831,positive
2998,flying times honestly worst plane flown aircraft old falling apart flight handle toilet flew overhead bins loose table holding bassinette broken carpet threadbear equipment held tape food available nut allergy food served fit human consumption toilets cleaned flight 13 hours result smell disgusting rubbish bin overflowing waste included soiled nappies time saw cabin crew serving food looked scruffy expect BA cabin crew unpleasant flight travel Asia year ensure fly BA route,-0.9062,negative
2999,good flight Club World start finish OK plane old immaculate condition cabin crew older British delivered efficient professional friendly service lie flat bed took rear facing window seat excellent sleeping gives great privacy food offering amazing cost cutting surprised nuts served bags dishes good selection drinks glasses topped required Inflight entertainment excellent great range movies TV shows fly middle eastern carriers offer newer planes luxury feel BA scored highly crew seat comfort ease sleeping visited Heathrow T3 arrivals lounge class definitely fly BA club world price competitive,0.9921,positive
3000,Overall good experience BA owns Vueling Iberian airlines booked Paris Rome try book airline leg room service weeks Europe looking forward going home family finally got BA counter Rome airport told flight London delayed able connection London spend night fly morning BA desk told hotel walking distance Im 70 like walking distance youre camel room hotel fine went restaurant meal ticket given menu items told water free charged drink paid extra book aisle seat months advance book BA day advance flight middle seat 12 hours flight home LA,0.7783,positive
3001,LHR BKK June 13th 2015 Club World Business aircraft starting age seats reasonably comfortable long dont mind unusual seating configuration passengers travel facing backwards Cabin service food quality good best breakfasts air delicious fruit muesli followed english hot tasty overnight flight sleep difficult mainly narrowness seats BA provide mattress topper airlines offer enhance sleep comfort Fair value money proposition,0.9571,positive
3002,BA0567 15 6 15 delay understand accept crew helpful went way travelling companion tight connection travel home means unfortunate travelling companions bag didnt outward journey particularly break 5 days long pre booked travelling plans day arrival,0.0258,positive
3003,flew Seoul London business class surprised better food interesting enjoyable attractively presented BA abandon bizarre seat configuration business good service OK bit inattentive embarrassing attendants slide screen time need find face inches away stranger Fortunately know seats pick avoid climbing neighbour reach aisle,0.8602,positive
3004,flew 8th June 2015 staff flight service excellent little issue flights people booked error tickets BA sorted time definitely flying recommend Service plane excellent,0.872,positive
3005,fly airline weekend Abu Dhabi Muscat think far 7 trips delays maximum 30 minutes able arrive Muscat time Staff professional friendly chat excellent flight Muscat Abu Dhabi earlier time ones available arrives midnight downside airline Highlife shopping available Abu Dhabi Muscat short duration booked paid items online hoping onboard delivery,0.8271,positive
3006,Ended 25 year old 747 second oldest BAs fleet boy cabin seriously dated need good renovation guess aircraft retiring day soon outbound flight nicely retrofitted 777 comfortable spacious chairs excellent clear larger IFE screen screens 747 tiny poor resolution comparison service usual good BA standard courteous efficient decent food better past years revolting soggy pasta norm Despite ancient standard aircraft flight pleasant,0.9771,positive
3007,boarded quickly suffered weather delay hour localised thunderstorms time cockpit crew kept passengers updated 30 mins water juice offered advised soon cleared depart cabin clean crew friendly polite apologies delay Breakfast snack ok short flight view BA general short haul need improve long haul product,0.5574,positive
3008,Terrible Flight time 2 hours Seating like Ryanair talking BA Club Europe genius decided 30 inch sufficient premium passengers idea legs impossible use laptop business class uncomfortable flight especially money paid BA rethink,-0.4939,negative
3009,28th 2015 LHR DEN B747 Seat 29A Paid 55 extra Legroom seat good width narrow Lady seat kept fidgeting arm kept twitching flight annoying Flight time cabin crew friendly Food pretty good economy 747 showing age cabin clean tidy good condition old style noisy entertainment system long tooth small blurry screen Pretty good flight,0.9678,positive
3010,9 6 15 ORD LHR 777 300 Club World Seat 13b booked World Traveler Plus upgraded pretty close departure meant time meal hand meal board small good better economy mean think Breakfast pretty poor items given crew excellent attentive seat lie flat pretty narrow thought compared carriers Business class Entertainment system good date,0.9747,positive
3011,10 6 15 LHR GLA A321 Seat 9A able choose seat advance plenty legroom seat Flight pretty Cabin crew extremely friendly helpful welcoming passenger individually Flight delayed difficulty storing silly carry baggage people brought board stuff obviously way bigger allowed size took ages sorted ridiculous crew kept smiling new configuration seating found pretty comfortable Drink snack served usual Landed nearly 30 mins late discover baggage GRR annoying Overall good flight,0.9689,positive
3012,28 2015 GLA LHR A321 new Seating Seat 4A Flight time half Ive read complaints new seating found comfortable roomy Drink snack service fine cabin crew friendly,0.87,positive
3013,FRA LHR A319 sat plane gate 40 minutes runway closed drinks offered veg meal wife bottle middle seat tray Landed allegedly time excessive time scheduled leg,0.0,neutral
3014,Flew Club World Gatwick Barbados April connect cruise Europe Arrived Norwegian flight Stockholm Gatwick day able check luggage evening flight avoid delays day quiet efficient check economy section Missed Club World check day efficient priority security straight lounge crowded found seats eventually Ordered champagne delivered promptly difficult refill staff bit overwhelmed fixed G Boarding B777 efficient shown 2 facing seats basically double bed Glass champagne provided settled little strange traveling backwards cruise problem drinks services meal service relaxed professional crew Food mackerel pate steak good business class heyday privileged enjoy seat strange narrow lot time looking strangers face BA 8 seating business class operating B777 World Entertainment ok Reasonable screen hardly World Class Things going fine 3 hours touchdown said champagne finished save returning passengers passengers paid lot money fly Club special treat persuaded nice Class raid Class provide glass champagne Club Kitchen joke Packets crisps choice red white poor business Class ok flight good crew signs penny pinching Oh dear BA deteriorated,0.9914,positive
3015,Flew Kiev London Airbus 319 Business Class Leg room good seats comfortable Food served good departed time arrived 10 mins early Immigration queue Terminal 5 long slow bag waiting got nice flight,0.8979,positive
3016,general review travelled exclusively BA longhaul family past 3 4 years highly rate BA families travels found BA staff inflight 1 sympathetic wife infants offered quiet areas service A380 help settle baby Left dinner service middle settling kids worse tray food want kids sleep 2 Friendly attentive maintaining professionalism Crew servants passengers fairly strict roster duties attend find happy help peak times inclined 300 people feed figures fortunate regularly travel longhaul business reach Silver tier annual basis BC check great bonus checking family shorter queue etc greatest perk Silver 2 bags 32kg travel family wife eldest child allowance infant gets 23kg bag Plus car seats pram free huge allowance makes packing stressful BA professional outfit going issues find value money care food like fly time good connections Heathrow T5 great,0.9923,positive
3017,LHR YVR return Hard earned Avios points trip 3 years travelled Club World changed lounge Heathrow crowded Afternoon Tea time sandwiches cakes soup available Sandwiches fresh nice Plane 747 seen better times seat clean tired looking biggest let screen blurry comparison Bling Airways screen economy main meal nice Beef fillet tender cooked Salad flavour Mediterranean starter wanted 2nd meal afternoon tea 3 finger sandwiches piece chocolate rocky road real cream tea better Seat comfortable upright sleeping position Got plenty rest sleep ways Coming lounge Vancouver gate seats Nice snacks nice meal board spoilt dry bread roll Breakfast big disappointment Expecting cooked English breakfast got fruit plastic box followed egg bacon muffin took bight muffin mad want gag Good crews legs Bags came priority big plus BA free plus taxes surcharges trip good BA need improve want lead pack instead average,0.9729,positive
3018,Club World LHR ORD Busy flight ageing 747 400 Seats comfortable calm cabin Upper Deck fault crew training school pleasant friendly mistakes orders drinks appeared nervous Flight left landed time good experience,0.8271,positive
3019,review refers return trip India BOM LHR Premium Economy seating fine class definitely worth extra standard economy terms leg room thats ends service compared Business travelled woeful BA cabin staff treat anybody flying Business second class citizens barely job awful food worst Ive long haul flight seriously think choice carrier time fly route,-0.5141,negative
3020,review concerns LHR BOM Business Class Im fan BA business class seating awkward access aisle window seat practice meals passed retractable divider difficult customer flight attendant said service board great stewardess looking cabin chatty friendly couldnt help seat OK overly comfortable manage hours sleep Food great BA,0.881,positive
3021,Family 3 747 upper deck 777 Fortunate silver member allocate seats booking Flights time 1 hour delay return reason late inbound aircraft useless excuse departure knowledge gates flights main lounges security T5 hellishly overcrowded Assume remote lounges 747 tired ancient entertainment system quiet upper deck 777 crowded busy deck new class upgrading occurred Crew excellent directions particularly return leg considerable number young children making demanding work Food directions actually decent continual drinks service half flight e w help galley Good value gained big discounts booking holiday package paid fare disappointed doesnt near match main opposition days seats inconvenient layout wonder BA given going business traveller premium classes long haul routes short haul club higher spending families revenue source maybe thats got antiques fly,0.8834,positive
3022,Travelled Venice Gatwick 28th check staff rude unhelpful plane seats food trays dirty seats worn uncomfortable Lady arm rest fall flight Food daughter inedible Attendants lacklustre Nappy changing table fell mum whilst toilet attendant suggested sue BA Wrote BA complain got fobbing email return Wont wasting money business class Shocking service standards start finish,-0.9125,negative
3023,Worst customer experience BA flight confirmed flights British Airways Singapore Sydney tomorrow tried check online system allow online check called BA contact center UK shocked response received person told difference confirmed booking confirmed seating Essentially BA wants sell seats premium arm twist passengers lame excuses confirmed flight bookings doesnt mean fly seats allocation travelling family got scattered seats embittered overall experience fly British Airways,-0.8271,negative
3024,terrible experience traveling British Airways Heathrow Calgary plane parked mans area bussed plane horror climb stairs carry bag width seat leg space smallest saw 40 years travel experience shame airline kind carrier Transatlantic flight quality food worst seen picked non veg chicken item taste content hopeless container marked expiry 28 11 16 07 53 expiry 18 months marked hour minute positive thing think torture 9 hours attitude service cabin crew great,-0.8689,negative
3025,BA362 6th June 2015 flight taken British Airways impressed check lack professionalism customer come Class check Staff interrupt discuss business priority completing check flight fact delayed hour despite information provided given minutes aircraft appeared dated especially clean crumbs seat grease marks windows inflight shopping difficult inflight duty free magazines available Club Class Inflight entertainment system work Whilst food good changed offering cold Inflight crew pleasant efficient arrival baggage reclaim took account priority passengers,0.92,positive
3026,flew Heathrow Tokyo Haneda Concorde Lounge Heathrow good surprised little choice came food seat new good service right food board poor time Ive flown years find edible retreat snack bar business particularly disappointed BA choice economy fine business apart bizarre seating configuration,0.1298,positive
3027,BA006 19th 2015 Awful premium economy service bad old cabin faulty inflight entertainment split wife travelling Japan acceptable,-0.5719,negative
3028,LGW return flight confirmed view Club Europe waste money new route infamous relic 70s BA improve Check interminable despite Club Europe desk fast track option security roped flight lounge offered lounges available airlines surprisingly priority boarding seats 2D 2E decent seats new Club Europe Service board adequate LGW usual nightmare taking 45 minutes crawl boarder control fiasco certainly wouldnt want repeat BA experience,0.5389,positive
3029,Im disappointed BA flight poor traveling GLA Glasgow LCA Larnaca LHR London flight tray table fell hinges gives breakfast second flight middles seat dust gum Secondly television 767 broken Finally 5 half hour flight gave little chicken vegetable wrap choc pud,-0.6208,negative
3030,Flew Heathrow San Francisco 1st BA disappointment pay 120 sit husband paid flight couldnt access entertainment 90 minutes start flight technical problem later flight went 60 minutes presumably problem meal served straight away OK typical airline fare 7 hour wait meal laughably called afternoon tea piece bread cut quarters chicken scone cream butter hours main meal ran snacks husband went search eat gave packs nuts said return journey Dont stock picking passengers Luckily husband carries chocolate bars diabetic heaven knows happened needed food staff half way toilets went service queues fly BA certainly long haul unfortunately return Heathrow Boston today,-0.2957,negative
3031,Flew Eurotraveller Heathrow Athens flights slightly delayed departing crew attentive sectors band 4 flight hot meals provided edible meat Athens Heathrow indeterminable Cabin fairly clean flights find boarding card 24 hours previous seat pocket Traveled 6 month old baby Heathrow board looked criticism BAs fault check agent Athens swissport hesitant letting pushchair gate despite insistence come London hadnt issue,-0.6712,negative
3032,Flew Tampa Gatwick 12 5 15 return flight 25 5 15 flown BA occasions Mauritius Cant believe despite number complaints BA received changed food service Admittedly crew good makes wonder choose career BA seriously need review customer care provide Dinner overcooked frozen rolls cereal bar breakfast tasted better food cheaper airline Come BA listen customer improve service disappointed BA,0.8598,positive
